# Generated=20150326-16:09:00, User=unsj
# Linux keira-ubuntu 3.5.0-17-generic #28-Ubuntu SMP Tue Oct 9 19:31:23 UTC 2012 x86_64 x86_64 x86_64 GNU/Linux
# Machine (5958MB)
#   Socket L#0 + L3 L#0 (12MB)
#     L2 L#0 (256KB) + L1 L#0 (32KB) + Core L#0 + PU L#0 (P#0)
#     L2 L#1 (256KB) + L1 L#1 (32KB) + Core L#1 + PU L#1 (P#2)
#     L2 L#2 (256KB) + L1 L#2 (32KB) + Core L#2 + PU L#2 (P#4)
#     L2 L#3 (256KB) + L1 L#3 (32KB) + Core L#3 + PU L#3 (P#6)
#     L2 L#4 (256KB) + L1 L#4 (32KB) + Core L#4 + PU L#4 (P#8)
#     L2 L#5 (256KB) + L1 L#5 (32KB) + Core L#5 + PU L#5 (P#10)
#   Socket L#1 + L3 L#1 (12MB)
#     L2 L#6 (256KB) + L1 L#6 (32KB) + Core L#6 + PU L#6 (P#1)
#     L2 L#7 (256KB) + L1 L#7 (32KB) + Core L#7 + PU L#7 (P#3)
#     L2 L#8 (256KB) + L1 L#8 (32KB) + Core L#8 + PU L#8 (P#5)
#     L2 L#9 (256KB) + L1 L#9 (32KB) + Core L#9 + PU L#9 (P#7)
#     L2 L#10 (256KB) + L1 L#10 (32KB) + Core L#10 + PU L#10 (P#9)
#     L2 L#11 (256KB) + L1 L#11 (32KB) + Core L#11 + PU L#11 (P#11)
ExperimentNumber,Algorithm,NumberOfThreads,InputFile,LengthOfText,ElapsedTimeSec,Instructions,LLCReadMisses,LLCWriteMisses
481,psa,6,/home/unsj/datasets/english.64MB,67108863,31.597284,667593393178,237910784,56603669
482,psa,6,/home/unsj/datasets/english.64MB,67108863,31.591213,667598221947,240337754,56761111
483,psa,6,/home/unsj/datasets/english.64MB,67108863,31.817993,667593915113,237105925,56654175
484,psa,6,/home/unsj/datasets/dna.1MB,1048575,0.251840,4706937766,74304,487765
485,psa,6,/home/unsj/datasets/dna.1MB,1048575,0.251279,4707397590,78112,487807
486,psa,6,/home/unsj/datasets/dna.1MB,1048575,0.252054,4707680062,66507,486159
487,psa,6,/home/unsj/datasets/english.8MB,8388607,3.734078,81510006792,3984780,8106228
488,psa,6,/home/unsj/datasets/english.8MB,8388607,3.729403,81509000989,4364101,8129913
489,psa,6,/home/unsj/datasets/english.8MB,8388607,3.730363,81505286006,3935564,8118655
490,psa,6,/home/unsj/datasets/dna.2MB,2097151,0.785715,16045565172,437928,1778939
491,psa,6,/home/unsj/datasets/dna.2MB,2097151,0.781603,16041167728,427640,1766134
492,psa,6,/home/unsj/datasets/dna.2MB,2097151,0.785508,16042861304,422193,1775384
493,psa,6,/home/unsj/datasets/english.8MB,8388607,2.106526,38333685128,3633620,3004225
494,psa,6,/home/unsj/datasets/english.8MB,8388607,2.105968,38340690729,3545000,2944522
495,psa,6,/home/unsj/datasets/english.8MB,8388607,2.118124,38708405731,3634872,2969633
496,psa,6,/home/unsj/datasets/dna.2MB,2097151,0.724683,13702587173,360939,442229
497,psa,6,/home/unsj/datasets/dna.2MB,2097151,0.723151,13702708705,342267,415979
498,psa,6,/home/unsj/datasets/dna.2MB,2097151,0.722562,13607517055,358532,426269
499,psa,6,/home/unsj/datasets/english.8MB,8388607,2.939436,59998913045,3835156,5427645
500,psa,6,/home/unsj/datasets/english.8MB,8388607,2.900566,60003297125,3695524,5443205
501,psa,6,/home/unsj/datasets/english.8MB,8388607,3.051608,59997640827,3982632,5453166
502,psa,6,/home/unsj/datasets/dna.2MB,2097151,0.551506,10653042557,314848,1104348
503,psa,6,/home/unsj/datasets/dna.2MB,2097151,0.551582,10657170083,308836,1103803
504,psa,6,/home/unsj/datasets/dna.2MB,2097151,0.558431,10654769279,342870,1102314
505,psa,6,/home/unsj/datasets/proteins.128MB,134217727,161.552125,1543306178546,659216706,169001329
506,psa,6,/home/unsj/datasets/proteins.128MB,134217727,147.115044,1544147142369,653404521,169851799
507,psa,6,/home/unsj/datasets/proteins.128MB,134217727,151.152082,1558635958113,624688136,169206504
508,psa,6,/home/unsj/datasets/dna.32MB,33554431,15.603666,335815628845,79296260,36813373
509,psa,6,/home/unsj/datasets/dna.32MB,33554431,15.305757,335811904709,77657014,36993756
510,psa,6,/home/unsj/datasets/dna.32MB,33554431,15.946002,335800383041,77283536,36680284
511,psa,6,/home/unsj/datasets/proteins.128MB,134217727,44.847890,832463183913,704468045,82376541
512,psa,6,/home/unsj/datasets/proteins.128MB,134217727,45.320753,832407138609,694119721,81977667
513,psa,6,/home/unsj/datasets/proteins.128MB,134217727,44.912893,832370486149,690119090,82213441
514,psa,6,/home/unsj/datasets/dna.32MB,33554431,9.043523,163660430612,85145280,16376637
515,psa,6,/home/unsj/datasets/dna.32MB,33554431,9.168268,163663672160,86347469,16336677
516,psa,6,/home/unsj/datasets/dna.32MB,33554431,9.000885,164412391565,84067065,16276459
517,psa,6,/home/unsj/datasets/proteins.128MB,134217727,87.509266,1193483204748,668244433,125300604
518,psa,6,/home/unsj/datasets/proteins.128MB,134217727,86.893671,1195003037799,652505023,124717232
519,psa,6,/home/unsj/datasets/proteins.128MB,134217727,89.465864,1228406063038,682346549,125017016
520,psa,6,/home/unsj/datasets/dna.32MB,33554431,12.083048,249825714117,82372108,26169466
521,psa,6,/home/unsj/datasets/dna.32MB,33554431,12.487720,249808708384,85297094,26126728
522,psa,6,/home/unsj/datasets/dna.32MB,33554431,12.274300,249805566369,81385429,26101634
523,psa,6,/home/unsj/datasets/proteins.16MB,16777215,7.106896,159448430377,16040746,17360600
524,psa,6,/home/unsj/datasets/proteins.16MB,16777215,7.176984,159446115132,16137202,17356698
525,psa,6,/home/unsj/datasets/proteins.16MB,16777215,7.265798,159443188378,16934600,17319674
526,psa,6,/home/unsj/datasets/dna.4MB,4194303,1.710453,34546212393,1392556,3804279
527,psa,6,/home/unsj/datasets/dna.4MB,4194303,1.677925,34545996615,1395878,3791242
528,psa,6,/home/unsj/datasets/dna.4MB,4194303,1.704560,34543766992,1423970,3803567
529,psa,6,/home/unsj/datasets/proteins.16MB,16777215,4.081831,76302182966,15822037,7010968
530,psa,6,/home/unsj/datasets/proteins.16MB,16777215,4.041494,76459680707,14723983,6979719
531,psa,6,/home/unsj/datasets/proteins.16MB,16777215,3.998343,76618608825,16122141,7007457
532,psa,6,/home/unsj/datasets/dna.4MB,4194303,0.874413,14758673444,1313529,1254290
533,psa,6,/home/unsj/datasets/dna.4MB,4194303,0.903172,14983777548,1097640,1207787
534,psa,6,/home/unsj/datasets/dna.4MB,4194303,0.851971,14625005833,1153632,1226202
535,psa,6,/home/unsj/datasets/proteins.16MB,16777215,5.576082,117120428863,16846913,11955631
536,psa,6,/home/unsj/datasets/proteins.16MB,16777215,5.557465,117125602438,17105476,11968319
537,psa,6,/home/unsj/datasets/proteins.16MB,16777215,5.437995,117122708645,17267045,11967309
538,psa,6,/home/unsj/datasets/dna.4MB,4194303,1.233994,23787262417,1228006,2460260
539,psa,6,/home/unsj/datasets/dna.4MB,4194303,1.227277,23782170154,1144694,2462375
540,psa,6,/home/unsj/datasets/dna.4MB,4194303,1.251482,23789206149,1204923,2476476
541,psa,6,/home/unsj/datasets/proteins.1MB,1048575,0.376023,7501110296,99674,828720
542,psa,6,/home/unsj/datasets/proteins.1MB,1048575,0.370256,7503113945,108408,820021
543,psa,6,/home/unsj/datasets/proteins.1MB,1048575,0.371854,7500614209,118094,823736
544,psa,6,/home/unsj/datasets/dna.64MB,67108863,34.720542,711258641269,271889531,78100228
545,psa,6,/home/unsj/datasets/dna.64MB,67108863,32.883944,711182389119,304415551,78006877
546,psa,6,/home/unsj/datasets/dna.64MB,67108863,33.119524,711191659266,294214566,77969457
547,psa,6,/home/unsj/datasets/proteins.1MB,1048575,0.726987,14748944650,466723,239941
548,psa,6,/home/unsj/datasets/proteins.1MB,1048575,0.707724,14306104238,172812,186179
549,psa,6,/home/unsj/datasets/proteins.1MB,1048575,0.739898,14887340908,250993,206424
550,psa,6,/home/unsj/datasets/dna.64MB,67108863,20.761338,367319776023,314328193,37422966
551,psa,6,/home/unsj/datasets/dna.64MB,67108863,20.491506,367323520474,297371084,36835893
552,psa,6,/home/unsj/datasets/dna.64MB,67108863,20.820650,367315413499,324484001,37366613
553,psa,6,/home/unsj/datasets/proteins.1MB,1048575,0.257570,4819989726,128694,496090
554,psa,6,/home/unsj/datasets/proteins.1MB,1048575,0.253213,4818971780,133935,474145
555,psa,6,/home/unsj/datasets/proteins.1MB,1048575,0.255072,4817240417,143313,482045
556,psa,6,/home/unsj/datasets/dna.64MB,67108863,26.787695,539207270799,289709623,56601783
557,psa,6,/home/unsj/datasets/dna.64MB,67108863,26.800482,539201402645,292289114,56601010
558,psa,6,/home/unsj/datasets/dna.64MB,67108863,27.053486,539207550015,287263534,56744112
559,psa,6,/home/unsj/datasets/proteins.2MB,2097151,0.813355,16549718740,594338,1781069
560,psa,6,/home/unsj/datasets/proteins.2MB,2097151,0.801106,16546421027,616817,1773140
561,psa,6,/home/unsj/datasets/proteins.2MB,2097151,0.815152,16547928130,870421,1776830
562,psa,6,/home/unsj/datasets/dna.8MB,8388607,3.516981,73997449822,8581321,8159477
563,psa,6,/home/unsj/datasets/dna.8MB,8388607,3.591269,73991467052,8629234,8123853
564,psa,6,/home/unsj/datasets/dna.8MB,8388607,3.531464,73993461498,7519135,8134564
565,psa,6,/home/unsj/datasets/proteins.2MB,2097151,0.848408,16440639596,565351,445132
566,psa,6,/home/unsj/datasets/proteins.2MB,2097151,0.848994,16581321777,357689,401718
567,psa,6,/home/unsj/datasets/proteins.2MB,2097151,0.880303,16968989292,545411,423552
568,psa,6,/home/unsj/datasets/dna.8MB,8388607,1.807413,30785971791,7644266,3021266
569,psa,6,/home/unsj/datasets/dna.8MB,8388607,1.796216,30556469415,6630753,3078430
570,psa,6,/home/unsj/datasets/dna.8MB,8388607,1.841850,30542916092,7444594,3118390
571,psa,6,/home/unsj/datasets/proteins.2MB,2097151,0.576815,11342185245,393543,1111609
572,psa,6,/home/unsj/datasets/proteins.2MB,2097151,0.569916,11199695913,369013,1104557
573,psa,6,/home/unsj/datasets/proteins.2MB,2097151,0.569772,11203945468,362440,1114042
574,psa,6,/home/unsj/datasets/dna.8MB,8388607,2.645818,52478338755,6835304,5451464
575,psa,6,/home/unsj/datasets/dna.8MB,8388607,2.666216,52477522757,6961743,5462830
576,psa,6,/home/unsj/datasets/dna.8MB,8388607,2.708315,52482213450,6767746,5466162
577,psa,6,/home/unsj/datasets/proteins.32MB,33554431,15.156618,336197750734,70781842,36899946
578,psa,6,/home/unsj/datasets/proteins.32MB,33554431,15.016223,336187274085,73129451,36885728
579,psa,6,/home/unsj/datasets/proteins.32MB,33554431,15.212640,336174303684,66773573,36850560
580,psa,6,/home/unsj/datasets/english.128MB,134217727,153.862474,1714603846067,604893982,169563018
581,psa,6,/home/unsj/datasets/english.128MB,134217727,155.869868,1706608551691,619330721,170792008
582,psa,6,/home/unsj/datasets/english.128MB,134217727,155.845674,1696107982575,588802797,169825207
583,psa,6,/home/unsj/datasets/proteins.32MB,33554431,8.857796,167814875909,65432556,16205075
584,psa,6,/home/unsj/datasets/proteins.32MB,33554431,8.743365,167806018574,65470639,16183369
585,psa,6,/home/unsj/datasets/proteins.32MB,33554431,8.920272,167808533175,70913083,16175658
586,psa,6,/home/unsj/datasets/english.128MB,134217727,50.902964,975081200855,649637711,82567173
587,psa,6,/home/unsj/datasets/english.128MB,134217727,51.208385,975042645779,657240011,82098340
588,psa,6,/home/unsj/datasets/english.128MB,134217727,50.731286,974996513738,653179027,82342351
589,psa,6,/home/unsj/datasets/proteins.32MB,33554431,11.816575,250956718716,66278752,26073030
590,psa,6,/home/unsj/datasets/proteins.32MB,33554431,11.868400,250960902174,69352097,26168083
591,psa,6,/home/unsj/datasets/proteins.32MB,33554431,11.788477,250956718749,75302626,26172427
592,psa,6,/home/unsj/datasets/english.128MB,134217727,89.493457,1350850773696,669839371,125566559
593,psa,6,/home/unsj/datasets/english.128MB,134217727,92.763235,1348702619726,631699295,124196829
594,psa,6,/home/unsj/datasets/english.128MB,134217727,95.057524,1343825314107,627087961,124780665
595,psa,6,/home/unsj/datasets/proteins.4MB,4194303,1.664928,34784410406,1358682,3824516
596,psa,6,/home/unsj/datasets/proteins.4MB,4194303,1.668503,34781108106,1399341,3805191
597,psa,6,/home/unsj/datasets/proteins.4MB,4194303,1.663118,34781448372,1337167,3812286
598,psa,6,/home/unsj/datasets/english.16MB,16777215,7.972533,175762633591,16911302,17385225
599,psa,6,/home/unsj/datasets/english.16MB,16777215,8.010431,175750842788,17572512,17413824
600,psa,6,/home/unsj/datasets/english.16MB,16777215,7.972367,175747927604,16473807,17336552
601,psa,6,/home/unsj/datasets/proteins.4MB,4194303,0.896555,16014224933,1182402,1205895
602,psa,6,/home/unsj/datasets/proteins.4MB,4194303,0.892289,15922807270,1097077,1198209
603,psa,6,/home/unsj/datasets/proteins.4MB,4194303,0.982420,17838768185,1264944,1201487
604,psa,6,/home/unsj/datasets/english.16MB,16777215,4.786893,89915483397,16193093,7146960
605,psa,6,/home/unsj/datasets/english.16MB,16777215,4.747893,89917516282,16482194,7159878
606,psa,6,/home/unsj/datasets/english.16MB,16777215,4.936444,89917274400,18878420,7217806
607,psa,6,/home/unsj/datasets/proteins.4MB,4194303,1.208095,24108080954,1197409,2491537
608,psa,6,/home/unsj/datasets/proteins.4MB,4194303,1.205957,24107187149,1189160,2470411
609,psa,6,/home/unsj/datasets/proteins.4MB,4194303,1.205477,24105692219,1183188,2475451
610,psa,6,/home/unsj/datasets/english.16MB,16777215,6.465412,132741674536,16448909,11991175
611,psa,6,/home/unsj/datasets/english.16MB,16777215,6.363853,132740938358,17528586,11972705
612,psa,6,/home/unsj/datasets/english.16MB,16777215,6.309006,132739541458,16608684,11972525
613,psa,6,/home/unsj/datasets/proteins.64MB,67108863,31.876830,708161546844,211975929,77926523
614,psa,6,/home/unsj/datasets/proteins.64MB,67108863,32.391438,708132803801,234820159,77992604
615,psa,6,/home/unsj/datasets/proteins.64MB,67108863,34.380702,708134367910,246016358,78088603
616,psa,6,/home/unsj/datasets/english.1MB,1048575,0.366801,7348223439,114688,827770
617,psa,6,/home/unsj/datasets/english.1MB,1048575,0.361943,7349490915,108096,825179
618,psa,6,/home/unsj/datasets/english.1MB,1048575,0.364252,7346463132,114260,824722
619,psa,6,/home/unsj/datasets/proteins.64MB,67108863,20.019582,368217953269,249177805,37052581
620,psa,6,/home/unsj/datasets/proteins.64MB,67108863,19.778923,368229199816,225832449,36683566
621,psa,6,/home/unsj/datasets/proteins.64MB,67108863,19.494296,368213873212,231006086,36689601
622,psa,6,/home/unsj/datasets/english.1MB,1048575,0.656848,13082852270,116094,167457
623,psa,6,/home/unsj/datasets/english.1MB,1048575,0.653905,13034114057,115547,166239
624,psa,6,/home/unsj/datasets/english.1MB,1048575,0.653984,13077151199,110492,137183
625,psa,6,/home/unsj/datasets/proteins.64MB,67108863,25.423090,536791052055,214790995,56445543
626,psa,6,/home/unsj/datasets/proteins.64MB,67108863,26.141382,536801129357,213646183,56542798
627,psa,6,/home/unsj/datasets/proteins.64MB,67108863,26.521008,536814001251,249877411,56591805
628,psa,6,/home/unsj/datasets/english.1MB,1048575,0.247583,4653146857,79523,490425
629,psa,6,/home/unsj/datasets/english.1MB,1048575,0.248312,4652369285,67266,482447
630,psa,6,/home/unsj/datasets/english.1MB,1048575,0.244903,4651370581,76473,477548
631,psa,6,/home/unsj/datasets/proteins.8MB,8388607,3.385405,74054975687,4138764,8127400
632,psa,6,/home/unsj/datasets/proteins.8MB,8388607,3.354162,74048481810,4364489,8118031
633,psa,6,/home/unsj/datasets/proteins.8MB,8388607,3.464844,74053837694,4192344,8118547
634,psa,6,/home/unsj/datasets/english.2MB,2097151,0.772627,15867461773,413996,1778761
635,psa,6,/home/unsj/datasets/english.2MB,2097151,0.775745,15869746121,440612,1774483
636,psa,6,/home/unsj/datasets/english.2MB,2097151,0.773208,15869002225,516738,1773904
637,psa,6,/home/unsj/datasets/proteins.8MB,8388607,1.848502,33364027043,3493215,2958558
638,psa,6,/home/unsj/datasets/proteins.8MB,8388607,1.779922,31966578461,3789582,2922219
639,psa,6,/home/unsj/datasets/proteins.8MB,8388607,1.969009,35305144245,3602501,2944743
640,psa,6,/home/unsj/datasets/english.2MB,2097151,0.707616,13421911709,334026,437688
641,psa,6,/home/unsj/datasets/english.2MB,2097151,0.707793,13408003545,344842,407935
642,psa,6,/home/unsj/datasets/english.2MB,2097151,0.704750,13404234683,376806,402714
643,psa,6,/home/unsj/datasets/proteins.8MB,8388607,2.603048,52754009704,4067065,5442057
644,psa,6,/home/unsj/datasets/proteins.8MB,8388607,2.570603,52752782642,3743598,5442414
645,psa,6,/home/unsj/datasets/proteins.8MB,8388607,2.588403,52752509615,4100533,5449474
646,psa,6,/home/unsj/datasets/english.2MB,2097151,0.540596,10483604659,314941,1112628
647,psa,6,/home/unsj/datasets/english.2MB,2097151,0.537497,10482193620,297740,1108309
648,psa,6,/home/unsj/datasets/english.2MB,2097151,0.537654,10483957106,302994,1105925
649,psa,4,/home/unsj/datasets/english.32MB,33554431,25.034950,373919404814,67561631,37101911
650,psa,4,/home/unsj/datasets/english.32MB,33554431,24.488946,373898816838,74723921,36790202
651,psa,4,/home/unsj/datasets/english.32MB,33554431,24.842075,373905233638,71160077,36692797
652,psa,4,/home/unsj/datasets/dna.128MB,134217727,165.581079,1515996563082,725135836,165365105
653,psa,4,/home/unsj/datasets/dna.128MB,134217727,175.392604,1506941135121,678373561,167330960
654,psa,4,/home/unsj/datasets/dna.128MB,134217727,170.534164,1533463328933,700471610,165467003
655,psa,4,/home/unsj/datasets/english.32MB,33554431,15.243659,202910692248,68678319,16091231
656,psa,4,/home/unsj/datasets/english.32MB,33554431,15.575707,202899233104,66310828,16158337
657,psa,4,/home/unsj/datasets/english.32MB,33554431,15.179441,202896755552,65243401,16053451
658,psa,4,/home/unsj/datasets/dna.128MB,134217727,69.436715,814471279544,710389190,81579898
659,psa,4,/home/unsj/datasets/dna.128MB,134217727,68.895797,814423706047,745540774,81855682
660,psa,4,/home/unsj/datasets/dna.128MB,134217727,66.196831,814427095351,736450119,81337723
661,psa,4,/home/unsj/datasets/english.32MB,33554431,20.338586,287970593666,75386822,26048009
662,psa,4,/home/unsj/datasets/english.32MB,33554431,20.304655,287970783474,79542849,26041204
663,psa,4,/home/unsj/datasets/english.32MB,33554431,20.220645,287968981445,84442039,26060076
664,psa,4,/home/unsj/datasets/dna.128MB,134217727,103.209406,1177825917656,883856076,123636454
665,psa,4,/home/unsj/datasets/dna.128MB,134217727,101.435789,1167335705140,722217175,122656921
666,psa,4,/home/unsj/datasets/dna.128MB,134217727,103.869317,1172855106223,735256789,123063982
667,psa,4,/home/unsj/datasets/english.4MB,4194303,2.622949,36804483498,1184967,3796649
668,psa,4,/home/unsj/datasets/english.4MB,4194303,2.592371,36802781081,1299730,3729126
669,psa,4,/home/unsj/datasets/english.4MB,4194303,2.572845,36807426000,1187857,3791790
670,psa,4,/home/unsj/datasets/dna.16MB,16777215,10.351147,157858940947,19368272,17359041
671,psa,4,/home/unsj/datasets/dna.16MB,16777215,10.602438,157854244060,18493191,17266197
672,psa,4,/home/unsj/datasets/dna.16MB,16777215,10.823056,157852931689,30502324,17037508
673,psa,4,/home/unsj/datasets/english.4MB,4194303,1.379657,16319374870,967156,1210524
674,psa,4,/home/unsj/datasets/english.4MB,4194303,1.373978,16277496472,1149339,1159207
675,psa,4,/home/unsj/datasets/english.4MB,4194303,1.380714,16270524203,987291,1213507
676,psa,4,/home/unsj/datasets/dna.16MB,16777215,6.102158,71545919294,21515557,7034605
677,psa,4,/home/unsj/datasets/dna.16MB,16777215,5.995471,71545592997,19103261,6930845
678,psa,4,/home/unsj/datasets/dna.16MB,16777215,6.075613,71548115355,28383169,7055349
679,psa,4,/home/unsj/datasets/english.4MB,4194303,1.986721,26050262701,1006675,2452345
680,psa,4,/home/unsj/datasets/english.4MB,4194303,1.972918,26162465233,938930,2459381
681,psa,4,/home/unsj/datasets/english.4MB,4194303,1.968460,26050627882,1036136,2464900
682,psa,4,/home/unsj/datasets/dna.16MB,16777215,8.495126,114875747451,21295235,11953126
683,psa,4,/home/unsj/datasets/dna.16MB,16777215,8.302465,114873262091,18303975,11935206
684,psa,4,/home/unsj/datasets/dna.16MB,16777215,7.947037,114872332156,17596625,11942835
685,psa,4,/home/unsj/datasets/english.64MB,67108863,56.822415,839601057631,226348205,77623766
686,psa,4,/home/unsj/datasets/english.64MB,67108863,54.558772,839536435051,223093923,77695913
687,psa,4,/home/unsj/datasets/english.64MB,67108863,56.931053,839550908544,235891511,77939223
688,psa,4,/home/unsj/datasets/dna.1MB,1048575,0.544862,7400676703,118651,819840
689,psa,4,/home/unsj/datasets/dna.1MB,1048575,0.537914,7401489287,103995,810823
690,psa,4,/home/unsj/datasets/dna.1MB,1048575,0.542331,7401859395,114001,821038
691,psa,4,/home/unsj/datasets/english.64MB,67108863,36.619724,497569237113,213633923,36350203
692,psa,4,/home/unsj/datasets/english.64MB,67108863,36.306816,497574200537,211764780,36439352
693,psa,4,/home/unsj/datasets/english.64MB,67108863,36.299932,497569143494,214813321,36430987
694,psa,4,/home/unsj/datasets/dna.1MB,1048575,0.661003,8541091416,121623,165503
695,psa,4,/home/unsj/datasets/dna.1MB,1048575,0.658009,8480584781,125854,169549
696,psa,4,/home/unsj/datasets/dna.1MB,1048575,0.658040,8483366934,117658,133091
697,psa,4,/home/unsj/datasets/english.64MB,67108863,47.618966,667588664957,228034288,56599357
698,psa,4,/home/unsj/datasets/english.64MB,67108863,46.548119,667586719829,216851934,56382548
699,psa,4,/home/unsj/datasets/english.64MB,67108863,46.391891,667588770455,230966592,56465015
700,psa,4,/home/unsj/datasets/dna.1MB,1048575,0.368785,4702743345,98451,481374
701,psa,4,/home/unsj/datasets/dna.1MB,1048575,0.366576,4702586529,73843,467835
702,psa,4,/home/unsj/datasets/dna.1MB,1048575,0.373124,4702555315,99344,467197
703,psa,4,/home/unsj/datasets/english.8MB,8388607,5.377521,81488414806,4644631,8086306
704,psa,4,/home/unsj/datasets/english.8MB,8388607,5.343295,81485294405,4651447,8107722
705,psa,4,/home/unsj/datasets/english.8MB,8388607,5.475848,81484745250,4528336,8114407
706,psa,4,/home/unsj/datasets/dna.2MB,2097151,1.169167,16034780479,366325,1759884
707,psa,4,/home/unsj/datasets/dna.2MB,2097151,1.174286,16034672577,370652,1762617
708,psa,4,/home/unsj/datasets/dna.2MB,2097151,1.169872,16034345794,404019,1763615
709,psa,4,/home/unsj/datasets/english.8MB,8388607,3.102988,38326285038,3984624,2950965
710,psa,4,/home/unsj/datasets/english.8MB,8388607,3.148284,38326958978,4451803,2969414
711,psa,4,/home/unsj/datasets/english.8MB,8388607,3.129441,38325945265,5065525,2978933
712,psa,4,/home/unsj/datasets/dna.2MB,2097151,0.754539,9041993914,352640,426828
713,psa,4,/home/unsj/datasets/dna.2MB,2097151,0.751601,9017842482,341802,401147
714,psa,4,/home/unsj/datasets/dna.2MB,2097151,0.752315,9020219085,378918,380154
715,psa,4,/home/unsj/datasets/english.8MB,8388607,4.307798,59994129513,3847381,5430908
716,psa,4,/home/unsj/datasets/english.8MB,8388607,4.236807,59991205968,4354089,5437246
717,psa,4,/home/unsj/datasets/english.8MB,8388607,4.369144,59992934283,3945629,5443253
718,psa,4,/home/unsj/datasets/dna.2MB,2097151,0.824768,10649801831,353724,1096759
719,psa,4,/home/unsj/datasets/dna.2MB,2097151,0.821218,10651644437,301750,1097887
720,psa,4,/home/unsj/datasets/dna.2MB,2097151,0.821045,10649597603,305095,1105477
721,psa,4,/home/unsj/datasets/proteins.128MB,134217727,169.567119,1532080773906,645524511,166484346
722,psa,4,/home/unsj/datasets/proteins.128MB,134217727,174.851024,1552759834947,607469185,165611206
723,psa,4,/home/unsj/datasets/proteins.128MB,134217727,175.682456,1528581176244,667551923,165163322
724,psa,4,/home/unsj/datasets/dna.32MB,33554431,22.753585,335773823144,87637914,36305764
725,psa,4,/home/unsj/datasets/dna.32MB,33554431,22.552257,335758531678,75273383,36637718
726,psa,4,/home/unsj/datasets/dna.32MB,33554431,22.513067,335739493681,73338501,36588668
727,psa,4,/home/unsj/datasets/proteins.128MB,134217727,65.619040,832400421731,669964816,81566129
728,psa,4,/home/unsj/datasets/proteins.128MB,134217727,65.239516,832381559802,682520950,82379043
729,psa,4,/home/unsj/datasets/proteins.128MB,134217727,65.454711,832373910466,668084916,81556442
730,psa,4,/home/unsj/datasets/dna.32MB,33554431,12.927355,163644740996,78284045,16017034
731,psa,4,/home/unsj/datasets/dna.32MB,33554431,12.989185,163646103471,76295401,16012595
732,psa,4,/home/unsj/datasets/dna.32MB,33554431,12.955417,163645043790,78785849,16011859
733,psa,4,/home/unsj/datasets/proteins.128MB,134217727,102.917389,1170074939535,672227712,123105119
734,psa,4,/home/unsj/datasets/proteins.128MB,134217727,106.410255,1217424508842,645298782,123409132
735,psa,4,/home/unsj/datasets/proteins.128MB,134217727,105.245012,1195518293789,641171149,123089748
736,psa,4,/home/unsj/datasets/dna.32MB,33554431,18.039349,249818868784,78128263,26111989
737,psa,4,/home/unsj/datasets/dna.32MB,33554431,17.321611,249828390124,72763326,26051705
738,psa,4,/home/unsj/datasets/dna.32MB,33554431,17.331282,249796737254,70404856,26024703
739,psa,4,/home/unsj/datasets/proteins.16MB,16777215,10.495464,159425193879,15817657,17234575
740,psa,4,/home/unsj/datasets/proteins.16MB,16777215,10.375699,159407480428,15326408,17231070
741,psa,4,/home/unsj/datasets/proteins.16MB,16777215,10.268738,159417096191,14794264,17291554
742,psa,4,/home/unsj/datasets/dna.4MB,4194303,2.461354,34532710723,1332262,3775670
743,psa,4,/home/unsj/datasets/dna.4MB,4194303,2.510369,34533863229,1217366,3786728
744,psa,4,/home/unsj/datasets/dna.4MB,4194303,2.456171,34531323010,1272021,3776535
745,psa,4,/home/unsj/datasets/proteins.16MB,16777215,6.014042,78816537561,13646030,6896847
746,psa,4,/home/unsj/datasets/proteins.16MB,16777215,6.240952,83519823499,13570922,6956961
747,psa,4,/home/unsj/datasets/proteins.16MB,16777215,6.281702,82225039102,14629552,6935283
748,psa,4,/home/unsj/datasets/dna.4MB,4194303,1.244352,14221232962,1087384,1182911
749,psa,4,/home/unsj/datasets/dna.4MB,4194303,1.240801,14226544423,1094232,1166634
750,psa,4,/home/unsj/datasets/dna.4MB,4194303,1.183639,12561792919,1303393,1200046
751,psa,4,/home/unsj/datasets/proteins.16MB,16777215,8.277968,117115061488,20398431,11859046
752,psa,4,/home/unsj/datasets/proteins.16MB,16777215,8.176279,117115856179,16592390,11952095
753,psa,4,/home/unsj/datasets/proteins.16MB,16777215,8.105772,117116308999,16878420,11926900
754,psa,4,/home/unsj/datasets/dna.4MB,4194303,1.820532,23778130522,1107178,2454389
755,psa,4,/home/unsj/datasets/dna.4MB,4194303,1.842062,23777801289,1071612,2457352
756,psa,4,/home/unsj/datasets/dna.4MB,4194303,1.824918,23779405096,1082890,2456618
757,psa,4,/home/unsj/datasets/proteins.1MB,1048575,0.546781,7498603233,98833,819717
758,psa,4,/home/unsj/datasets/proteins.1MB,1048575,0.544151,7496508318,97887,810935
759,psa,4,/home/unsj/datasets/proteins.1MB,1048575,0.548649,7497663331,104025,818345
760,psa,4,/home/unsj/datasets/dna.64MB,67108863,49.186896,711126380386,250304065,77729192
761,psa,4,/home/unsj/datasets/dna.64MB,67108863,47.431870,711102403666,251091609,77695739
762,psa,4,/home/unsj/datasets/dna.64MB,67108863,47.630970,711085540201,270307970,77650855
